MP,Date,Language,Title,Url,Content
Eric MINARDI,2023-10-17,FR,General budget of the European Union for the financial year 2024 - all sections (debate),https://www.europarl.europa.eu/doceo/document/CRE-9-2023-10-17-INT-2-160-0000_FR.html,"  Eric Minardi (ID).   – Monsieur le Président, Madame la Présidente du Parlement, Mesdames et Messieurs les représentants de la Commission européenne, vous n’avez pas honte?
Par le communiqué du 9 octobre 2023, vous avez annoncé que vous alliez enfin procéder au contrôle des bénéficiaires des fonds de l’aide humanitaire à la Palestine. Rappelons que l’université de Gaza a bénéficié de 1,7 million d’euros du programme Erasmus, cette université dans laquelle a été formé l’un des chefs terroristes qui a perpétré des crimes odieux contre Israël le 7 octobre 2023.
Vous nous demandez, aujourd’hui, de voter en faveur du projet de budget pour l’année 2024, mais cette proposition est supérieure de 24 milliards d’euros à la prévision de 2020. Dans quel but? Pour financer votre complaisance avec les associations islamistes ou pour compenser votre laxisme dans l’allocation des fonds européens?
Ce budget ne servira pas à soulager les peuples européens, qui font face à la crise migratoire et économique, et qui sont submergés, aujourd’hui, par toutes ces vagues migratoires. Il ne servira pas non plus à mettre un terme à l’insécurité sur notre continent. Nous disons «non» à ce budget et «non» à la politique de la Commission européenne, qui dilapide l’argent des Européens. L’Union européenne n’est pas une ONG!
"
Eric MINARDI,2023-10-03,FR,Interim report on the proposal for a mid-term revision of the Multiannual Financial Framework 2021-2027 (debate),https://www.europarl.europa.eu/doceo/document/CRE-9-2023-10-03-INT-2-029-0000_FR.html,"  Eric Minardi (ID).   – Madame la Présidente, Monsieur le Ministre, Monsieur le Commissaire, Mesdames et Messieurs, toujours plus d'argent, toujours plus d'emprunts, des plafonds toujours plus hauts. Pour quel résultat? Le constat est sans appel: la Commission européenne a épuisé en trois ans des fonds initialement prévus pour sept ans. Oui, le contexte mondial, suite à la crise du COVID et à la guerre en Ukraine n'est pas favorable. Cependant, nous n'avons pas à dilapider nos fonds auprès de pays tiers. Aujourd'hui, nous évoquons une révision de 31 milliards d'euros. À cela, il faudra ajouter quelque 69 milliards d'euros hors du cadre financier pluriannuel. Mme von der Leyen tente visiblement de rattraper une gestion budgétaire européenne plutôt questionnable. 
Cette manipulation des citoyens de l'Union européenne ne peut pas durer. La Commission a le devoir de se préoccuper des crises qu'ils traversent. L'inflation principalement, mais aussi la précarité de l'emploi. Voilà pourquoi il serait judicieux d'abandonner la folie des grandeurs qui se joue actuellement. L'Union européenne n'est pas une ONG. Le peuple européen a besoin de nous. La rétribution versée doit avant tout profiter aux Européens. L'Union européenne doit faire des économies dans son budget et certaines de ses dépenses. 
"
