MP,Date,Language,Title,Url,Content
Valentino GRANT,2022-02-14,IT,European Central Bank – annual report 2021 (continuation of debate),https://www.europarl.europa.eu/doceo/document/CRE-9-2022-02-14-INT-1-052-0000_IT.html,"  Valentino Grant,  a nome del gruppo ID. – Signora Presidente, onorevoli colleghi, signora Presidente Lagarde, da quando è stato redatto questo fascicolo sicuramente molte cose sono cambiate: l'inflazione non si può più considerare un fenomeno transitorio e la stabilità dei prezzi rappresenta un problema di difficile soluzione.
Tenendo conto di questi fattori, le banche devono sì considerare il rischio climatico come un elemento di valutazione, ma bisogna anche prendere in considerazione il fatto che la pandemia ha rallentato la transizione ecologica e, di conseguenza, tutti gli obiettivi stabiliti nell'accordo di Parigi dovrebbero essere rivalutati. Gli ambiziosi obiettivi green devono essere letti anche con pragmatismo. Standard ambientali elevati devono andare di pari passo con la sostenibilità economica. È necessario evitare che un'eccessiva rigidità, insieme a uno scarso realismo, possano avvantaggiare i paesi terzi a scapito dei paesi europei.
Le PMI, che rappresentano il 99 % di tutte le imprese dell'Unione europea e che danno lavoro a circa 100 milioni di persone, hanno bisogno di liquidità. Sono loro il traino della ripresa economica. È quindi necessario ritornare a un'economia in cui è il mondo produttivo ad essere finanziato, non un'economia dove la finanza è fatta per la finanza. Le famiglie hanno bisogno di lavoro e solo finanziando l'economia reale si possono creare nuove opportunità di lavoro.
A questo proposito, Presidente Lagarde, Lei, nell'ultima conferenza stampa di giovedì 3 febbraio e anche durante il dialogo monetario in commissione ECON, ha fatto ampio ricorso a due termini: incertezza e flessibilità. I mercati, tuttavia, hanno percepito l'incertezza sulle scelte future e hanno provocato un immediato rialzo dei tassi.
Nello scenario che si prospetta tra falchi e colombe nel board della BCE, vorremmo essere sicuri che le decisioni future siano basate su analisi economiche e non su semplici processi politici. La BCE nei prossimi mesi sarà ad un bivio e ci auguriamo che Lei, Presidente, sappia imboccare la strada giusta.
"
